Position	beta	iHS	nSL	XP-EHH	DDAF	Noise1	Noise2	Noise3
500000	1.171403	5.10687	3.30174	1.7250599999999998	1.5942530465	-998	-998	-998
500000	-0.5798270000000001	2.76559	0.882595	2.1002400000000003	1.48043981993	-998	-998	-998
500000	4.656666	2.0365599999999997	1.20672	1.98385	1.4349145293	-998	-998	-998
500000	2.6468700000000003	3.85189	1.8497599999999998	2.09417	1.35903904492	-998	-998	-998
500000	-0.160977	3.4713199999999995	1.2908	0.801439	1.54114020743	-998	-998	-998
500000	0.0	3.5872800000000002	2.0354900000000002	1.87969	1.6549534340099998	-998	-998	-998
500000	0.024086	4.83691	2.37912	1.6679099999999998	1.73841646683	-998	-998	-998
500000	0.0	4.16195	1.93678	2.05305	1.54114020743	-998	-998	-998
500000	1.167844	3.62944	1.9714599999999998	1.81945	1.5942530465	-998	-998	-998
500000	-0.243181	4.12215	1.5714	2.45391	1.5942530465	-998	-998	-998
500000	-0.21484299999999998	5.20707	2.7760700000000003	1.3034	1.5259651105599998	-998	-998	-998
500000	-0.258785	3.89459	2.56973	0.937099	1.55631530431	-998	-998	-998
500000	0.0	3.45624	2.41668	0.9587040000000001	1.73841646683	-998	-998	-998
500000	0.340996	5.0178199999999995	3.2016400000000003	1.42347	1.73082891839	-998	-998	-998
500000	-0.141014	5.26941	1.35406	1.79446	1.44250207774	-998	-998	-998
500000	-0.15066300000000002	4.55467	2.09291	2.5396099999999997	1.56390285275	-998	-998	-998
500000	0.511219	4.42741	2.6166099999999997	2.3349	1.54114020743	-998	-998	-998
500000	-0.09889500000000001	3.75239	1.6594	1.35256	1.45767717461	-998	-998	-998
500000	1.78157	3.0657900000000002	1.1790399999999999	1.1182	1.58666549806	-998	-998	-998
500000	0.782013	2.75639	1.57271	0.474041	1.55631530431	-998	-998	-998
500000	0.0	3.93972	2.21758	2.51707	1.7611791121400002	-998	-998	-998
500000	1.048691	5.1875	1.9313900000000002	2.38905	1.4956149168000001	-998	-998	-998
500000	-0.20610599999999998	4.8969	3.00478	3.0705400000000003	1.73841646683	-998	-998	-998
500000	3.259402	4.50105	2.4409400000000003	0.606781	1.51079001368	-998	-998	-998
500000	2.826598	3.96593	1.9052200000000001	2.01714	1.61701569182	-998	-998	-998
500000	0.618784	4.19958	2.4879599999999997	1.70213	1.70806627308	-998	-998	-998
500000	1.18967	4.0622	2.2156700000000003	2.11622	1.6321907886899998	-998	-998	-998
500000	-0.12431500000000001	3.6994300000000004	1.50559	1.3724299999999998	1.60942814338	-998	-998	-998
500000	-0.41628699999999996	3.64428	1.68239	1.15421	1.6246032402500001	-998	-998	-998
500000	1.075561	3.6799699999999995	2.11508	2.16035	1.6321907886899998	-998	-998	-998
500000	0.0	2.57457	1.31259	2.0703099999999997	1.51079001368	-998	-998	-998
500000	-0.152123	4.66436	2.4894	2.73137	1.6018405949399999	-998	-998	-998
500000	5.675172	4.83774	2.62207	2.24173	1.60942814338	-998	-998	-998
500000	1.727429	4.87277	2.1642799999999998	2.76418	1.48802736837	-998	-998	-998
500000	0.0	5.4701	2.26187	2.22427	1.6321907886899998	-998	-998	-998
500000	-0.439486	3.50149	1.21255	1.1704299999999999	1.42732698086	-998	-998	-998
500000	-0.075163	3.62583	1.9366900000000002	2.12351	1.6549534340099998	-998	-998	-998
500000	0.0	4.68386	2.9052700000000002	2.22445	1.6625409824500001	-998	-998	-998
500000	-0.152254	3.16815	1.08181	1.16086	1.41215188398	-998	-998	-998
500000	-0.425201	4.40411	2.2460299999999997	2.08296	1.56390285275	-998	-998	-998
500000	0.185151	4.26058	1.8138900000000002	1.95935	1.58666549806	-998	-998	-998
500000	-0.029289	5.1965	1.9358799999999998	0.9867319999999999	1.48802736837	-998	-998	-998
500000	1.168748	5.14312	2.7747900000000003	1.59574	1.67771607932	-998	-998	-998
500000	1.208789	3.7160300000000004	2.04359	1.3999	1.63977833713	-998	-998	-998
500000	-0.589661	5.7100599999999995	2.9316	3.38895	1.67771607932	-998	-998	-998
500000	0.0	3.44858	2.45284	1.31538	1.6246032402500001	-998	-998	-998
500000	-0.007331	4.32351	2.75481	2.08985	1.76876666058	-998	-998	-998
500000	-0.133519	4.877269999999999	3.00894	1.3490799999999998	1.56390285275	-998	-998	-998
500000	0.9914379999999999	5.55706	2.1098	2.65449	1.5487277558700001	-998	-998	-998
500000	0.0	4.39865	2.32776	0.568365	1.61701569182	-998	-998	-998
500000	-0.167946	3.18899	1.2917399999999999	1.5228700000000002	1.73082891839	-998	-998	-998
500000	-0.239848	4.10122	2.0182	0.981039	1.57149040119	-998	-998	-998
500000	-0.201226	3.63743	1.79594	1.03672	1.4728522714899999	-998	-998	-998
500000	0.0	4.9991699999999994	3.48296	1.55324	1.6246032402500001	-998	-998	-998
500000	0.362288	5.483230000000001	1.96097	1.75635	1.45008962617	-998	-998	-998
500000	0.872801	3.4407099999999997	1.03158	1.8229400000000002	1.6321907886899998	-998	-998	-998
500000	0.0	3.69191	1.28881	1.44741	1.63977833713	-998	-998	-998
500000	1.189849	4.43751	2.29034	1.50082	1.6549534340099998	-998	-998	-998
500000	0.0	3.13992	1.73806	2.19575	1.68530362776	-998	-998	-998
